Time,Diameter(px),Diameter(mm)
20251108_085734,95.83159637451172,9.583159637451173
20251108_085813,23.259456634521484,2.3259456634521487
20251108_085940,5.80029821395874,0.580029821395874
20251108_090427,60.897403717041016,6.089740371704102
